timestamp,origin_data_name,data_name,n_estimators,learning_rate,max_depth,num_leaves,reg_lambda,0_pre,0_rec,0_spe,0_f1,0_geo,0_iba,1_pre,1_rec,1_spe,1_f1,1_geo,1_iba,avg_pre,avg_rec,avg_spe,avg_f1,avg_geo,avg_iba,auc,ap,f1_macro,f1_weighted,auc_ovr
2024-07-25 19:42:50,hf_training,hf_training,100,0.01,-1,31,0.0,0.9201623815967525,0.9934258582907232,0.099236641221374,0.9553916403231472,0.3139812820523415,0.1073995424072767,0.5909090909090909,0.099236641221374,0.9934258582907232,0.1699346405228758,0.3139812820523415,0.0897689485511873,0.89140759421003,0.9153333333333332,0.1773291661787638,0.8867950623405901,0.3139812820523415,0.1058598038771782,0.5463312497560486,,0.5626631404230115,0.2385312185054328,0.5463312497560486
2024-07-25 19:43:22,hf_training,hf_training,100,0.01,-1,31,0.1,0.9195945945945946,0.9941563184806428,0.0916030534351145,0.9554229554229554,0.3017743434499345,0.0992871042688559,0.6,0.0916030534351145,0.9941563184806428,0.1589403973509933,0.3017743434499345,0.0828484044604221,0.8916833333333333,0.9153333333333332,0.1704260385824239,0.8858634786846709,0.3017743434499345,0.0978514578189194,0.5428796859578786,,0.5571816763869744,0.228499874089278,0.5428796859578786
2024-07-25 19:44:16,hf_training,hf_training,100,0.01,-1,31,1.0,0.9190283400809716,0.9948867786705624,0.0839694656488549,0.9554542265871624,0.2890330624445545,0.0911499245471934,0.6111111111111112,0.0839694656488549,0.9948867786705624,0.1476510067114094,0.2890330624445545,0.0759302978249621,0.8921369020842707,0.9153333333333332,0.1635229109860841,0.8849060787180133,0.2890330624445545,0.0898207438134519,0.5394281221597087,,0.5515526166492859,0.2181991545805585,0.5394281221597087
2024-07-25 19:44:45,hf_training,hf_training,100,0.01,5,31,0.0,0.9195945945945946,0.9941563184806428,0.0916030534351145,0.9554229554229554,0.3017743434499345,0.0992871042688559,0.6,0.0916030534351145,0.9941563184806428,0.1589403973509933,0.3017743434499345,0.0828484044604221,0.8916833333333333,0.9153333333333332,0.1704260385824239,0.8858634786846709,0.3017743434499345,0.0978514578189194,0.5428796859578786,,0.5571816763869744,0.228499874089278,0.5428796859578786
2024-07-25 19:45:20,hf_training,hf_training,100,0.01,5,31,0.1,0.9195945945945946,0.9941563184806428,0.0916030534351145,0.9554229554229554,0.3017743434499345,0.0992871042688559,0.6,0.0916030534351145,0.9941563184806428,0.1589403973509933,0.3017743434499345,0.0828484044604221,0.8916833333333333,0.9153333333333332,0.1704260385824239,0.8858634786846709,0.3017743434499345,0.0978514578189194,0.5428796859578786,,0.5571816763869744,0.228499874089278,0.5428796859578786
2024-07-25 19:45:42,hf_training,hf_training,100,0.01,5,31,1.0,0.9126084056037358,0.9992695398100804,0.0,0.9539748953974896,0.0,0.0,0.0,0.0,0.9992695398100804,0.0,0.0,0.0,0.832907271514343,0.912,0.0872695398100803,0.8706610878661089,0.0,0.0,0.4996347699050402,,0.4769874476987448,0.0833138075313807,0.4996347699050402
2024-07-25 19:46:25,hf_training,hf_training,100,0.01,10,31,0.0,0.920108327691266,0.9926953981008036,0.099236641221374,0.955024595924104,0.313865826530125,0.1073133762638293,0.5652173913043478,0.099236641221374,0.9926953981008036,0.1688311688311688,0.313865826530125,0.0897101378630477,0.8891145192468084,0.9146666666666666,0.1772653726555108,0.8863637032913212,0.313865826530125,0.1057760267768277,0.5459660196610888,,0.5619278823776365,0.2374920614639518,0.5459660196610888
2024-07-25 19:47:07,hf_training,hf_training,100,0.01,10,31,0.1,0.9195945945945946,0.9941563184806428,0.0916030534351145,0.9554229554229554,0.3017743434499345,0.0992871042688559,0.6,0.0916030534351145,0.9941563184806428,0.1589403973509933,0.3017743434499345,0.0828484044604221,0.8916833333333333,0.9153333333333332,0.1704260385824239,0.8858634786846709,0.3017743434499345,0.0978514578189194,0.5428796859578786,,0.5571816763869744,0.228499874089278,0.5428796859578786
2024-07-25 19:47:29,hf_training,hf_training,100,0.01,10,31,1.0,0.9190283400809716,0.9948867786705624,0.0839694656488549,0.9554542265871624,0.2890330624445545,0.0911499245471934,0.6111111111111112,0.0839694656488549,0.9948867786705624,0.1476510067114094,0.2890330624445545,0.0759302978249621,0.8921369020842707,0.9153333333333332,0.1635229109860841,0.8849060787180133,0.2890330624445545,0.0898207438134519,0.5394281221597087,,0.5515526166492859,0.2181991545805585,0.5394281221597087
2024-07-25 19:51:06,hf_training,hf_training,500,0.01,-1,31,0.0,0.9438521677327648,0.9700511322132944,0.3969465648854962,0.956772334293948,0.6205307927052077,0.4071263411758671,0.5591397849462365,0.3969465648854962,0.9700511322132944,0.4642857142857142,0.6205307927052077,0.3629905882148398,0.9102539529694078,0.92,0.4469976970987905,0.9137618361465624,0.6205307927052076,0.4032718187506041,0.6834988485493954,,0.7105290242898312,0.5072962124331001,0.6834988485493954
